518.0,62.28
518.025,64.89
518.05,3.75
518.075,3.81
518.1,4.95
518.125,4.27
518.15,4.66
518.175,5.36
518.2,4.54
518.225,5.38
518.25,3.79
518.275,4.89
518.3,3.72
518.325,3.87
518.35,4.4
518.375,5.71
518.4,3.43
518.425,4.25
518.45,2.88
518.475,3.97
518.5,3.11
518.525,4.62
518.55,2.61
518.575,2.59
518.6,3.62
518.625,3.64
518.65,2.62
518.675,3.37
518.7,2.81
518.725,5.04
518.75,2.57
518.775,3.8
518.8,3.57
518.825,4.03
518.85,4.0
518.875,3.95
518.9,3.27
518.925,3.45
518.95,3.73
518.975,4.01
519.0,3.2
519.025,4.71
519.05,3.43
519.075,4.35
519.1,3.17
519.125,3.76
519.15,2.75
519.175,3.95
519.2,2.63
519.225,3.02
519.25,2.41
519.275,2.86
519.3,2.51
519.325,2.34
519.35,1.88
519.375,2.4
519.4,1.95
519.425,2.27
519.45,1.82
519.475,2.04
519.5,2.46
519.525,1.9
519.55,1.96
519.575,1.88
519.6,2.16
519.625,2.22
519.65,1.79
519.675,1.84
519.7,2.07
519.725,2.28
519.75,2.13
519.775,2.41
519.8,2.4
519.825,2.53
519.85,1.92
519.875,1.85
519.9,2.28
519.925,2.05
519.95,2.09
519.975,1.88
520.0,2.1
520.025,2.15
520.05,2.28
520.075,1.98
520.1,2.14
520.125,2.21
520.15,2.0
520.175,2.17
520.2,2.15
520.225,2.14
520.25,1.85
520.275,2.4
520.3,2.24
520.325,1.89
520.35,1.85
520.375,2.13
520.4,2.52
520.425,1.91
520.45,1.9
520.475,2.05
520.5,1.96
520.525,2.19
520.55,2.1
520.575,1.84
520.6,2.06
520.625,1.94
520.65,1.98
520.675,1.79
520.7,1.81
520.725,2.05
520.75,1.83
520.775,2.26
520.8,1.95
520.825,2.12
520.85,1.85
520.875,1.99
520.9,1.97
520.925,1.95
520.95,1.86
520.975,1.93
521.0,1.8
521.025,2.31
521.05,2.05
521.075,1.96
521.1,2.28
521.125,1.89
521.15,1.93
521.175,1.83
521.2,2.45
521.225,1.57
521.25,1.76
521.275,1.99
521.3,2.03
521.325,1.66
521.35,2.29
521.375,2.11
521.4,2.16
521.425,1.82
521.45,1.8
521.475,2.06
521.5,1.92
521.525,2.02
521.55,1.64
521.575,1.81
521.6,1.94
521.625,1.83
521.65,1.93
521.675,2.22
521.7,2.06
521.725,2.54
521.75,1.99
521.775,2.03
521.8,1.92
521.825,1.94
521.85,1.91
521.875,2.17
521.9,1.78
521.925,1.57
521.95,2.04
521.975,1.82
522.0,1.79
522.025,1.93
522.05,2.32
522.075,2.08
522.1,1.92
522.125,1.91
522.15,2.2
522.175,2.13
522.2,1.84
522.225,1.85
522.25,1.94
522.275,2.08
522.3,1.72
522.325,1.93
522.35,2.39
522.375,2.17
522.4,2.04
522.425,2.13
522.45,2.01
522.475,1.95
522.5,1.8
522.525,1.99
522.55,1.98
522.575,2.07
522.6,1.82
522.625,1.75
522.65,1.85
522.675,2.17
522.7,1.84
522.725,2.13
522.75,2.2
522.775,1.84
522.8,1.95
522.825,1.75
522.85,1.96
522.875,2.17
522.9,1.83
522.925,2.23
522.95,2.03
522.975,1.85
523.0,1.77
523.025,1.64
523.05,2.04
523.075,1.75
523.1,1.84
523.125,1.9
523.15,1.95
523.175,1.95
523.2,1.9
523.225,2.08
523.25,1.76
523.275,1.83
523.3,1.66
523.325,1.67
523.35,2.09
523.375,2.14
523.4,1.86
523.425,2.22
523.45,1.94
523.475,1.81
523.5,2.28
523.525,2.11
523.55,1.79
523.575,1.8
523.6,2.06
523.625,1.8
523.65,1.58
523.675,2.13
523.7,1.86
523.725,1.63
523.75,2.07
523.775,1.92
523.8,1.91
523.825,1.9
523.85,1.72
523.875,1.82
523.9,1.97
523.925,1.98
523.95,1.81
523.975,1.76
524.0,2.85
524.025,2.18
524.05,3.14
524.075,2.75
524.1,3.2
524.125,2.54
524.15,3.48
524.175,3.36
524.2,4.79
524.225,4.65
524.25,3.64
524.275,3.97
524.3,3.88
524.325,4.65
524.35,4.31
524.375,3.79
524.4,4.17
524.425,4.45
524.45,4.98
524.475,4.4
524.5,3.91
524.525,4.84
524.55,3.8
524.575,3.74
524.6,3.04
524.625,4.42
524.65,3.39
524.675,3.81
524.7,4.53
524.725,2.91
524.75,4.66
524.775,4.77
524.8,4.09
524.825,3.95
524.85,4.86
524.875,3.4
524.9,3.56
524.925,3.65
524.95,4.26
524.975,4.31
525.0,4.64
525.025,4.39
525.05,4.41
525.075,4.41
525.1,4.37
525.125,4.46
525.15,4.66
525.175,3.89
525.2,3.94
525.225,3.63
525.25,3.81
525.275,3.62
525.3,3.46
525.325,4.9
525.35,3.91
525.375,4.3
525.4,3.92
525.425,4.11
525.45,3.53
525.475,3.66
525.5,4.17
525.525,4.36
525.55,4.07
525.575,4.65
525.6,4.51
525.625,4.24
525.65,5.26
525.675,3.24
525.7,3.85
525.725,3.16
525.75,3.5
525.775,4.68
525.8,3.77
525.825,3.62
525.85,3.34
525.875,3.4
525.9,2.73
525.925,3.2
525.95,2.4
525.975,3.32
526.0,2.39
526.025,2.17
526.05,2.3
526.075,2.0
526.1,1.82
526.125,2.06
526.15,1.74
526.175,1.87
526.2,1.77
526.225,1.82
526.25,1.6
526.275,1.7
526.3,1.89
526.325,2.29
526.35,1.77
526.375,2.35
526.4,2.26
526.425,1.77
526.45,1.72
526.475,1.83
526.5,1.91
526.525,1.84
526.55,2.4
526.575,1.69
526.6,1.85
526.625,1.74
526.65,2.46
526.675,1.85
526.7,1.9
526.725,1.75
526.75,1.91
526.775,2.78
526.8,1.88
526.825,2.04
526.85,1.69
526.875,2.05
526.9,2.0
526.925,1.9
526.95,1.95
526.975,1.99
527.0,2.26
527.025,2.64
527.05,1.81
527.075,1.75
527.1,1.78
527.125,2.67
527.15,1.86
527.175,1.86
527.2,1.94
527.225,1.79
527.25,2.39
527.275,2.32
527.3,2.27
527.325,1.87
527.35,1.8
527.375,1.89
527.4,2.06
527.425,1.94
527.45,1.69
527.475,2.03
527.5,2.2
527.525,1.86
